scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
welcome-02,ship_body,"Welcome 2 - day 1, behind the print | ship_body",,"Your order goes to a print partner near your delivery address, so it travels less and arrives sooner. In Ireland that means delivery via An Post and DPD, backed by a network of 300+ production partners.","Je order gaat naar een drukker in de buurt van je bezorgadres. Minder kilometers, dus sneller bij je. Achter de bezorging zit een netwerk van meer dan 300 productiepartners.","Votre commande part chez un imprimeur proche de votre adresse de livraison. Moins de kilomètres, donc plus vite chez vous. Derrière, un réseau de plus de 300 partenaires de production.","Ihr Auftrag geht an eine Druckerei in der Nähe Ihrer Lieferadresse. Weniger Kilometer, also schneller bei Ihnen. Dahinter steht ein Netz von über 300 Produktionspartnern.","Tu pedido va a una imprenta cercana a tu dirección de entrega. Menos kilómetros, así que llega antes. Detrás hay una red de más de 300 socios de producción.","Il tuo ordine va a uno stampatore vicino al tuo indirizzo di consegna. Meno chilometri, quindi arriva prima. Dietro c'è una rete di oltre 300 partner di produzione.",,"Din order går till ett tryckeri nära din leveransadress. Färre mil på vägen, snabbare hos dig. Bakom leveransen står ett nätverk med över 300 produktionspartner."
welcome-02,sub,"Welcome 2 - day 1, behind the print | line under the headline",,"A B Corp certified platform, local print partners, and a promise to have your back.","Een gecertificeerde B Corp, drukkers uit je eigen regio, en mensen die je niet laten vallen.","Une plateforme certifiée B Corp, des imprimeurs près de chez vous, et une équipe qui ne vous laisse pas tomber.","Zertifizierte B Corp, Druckpartner aus Ihrer Region und ein Team, das Sie nicht hängen lässt.","Una plataforma certificada B Corp, imprentas cerca de ti y un equipo que no te deja tirado.","Una piattaforma certificata B Corp, stampatori vicino a te e un team che non ti lascia solo.",,"En certifierad B Corp, tryckerier nära dig och folk som inte lämnar dig i sticket."
welcome-02,usp.0,"Welcome 2 - day 1, behind the print | usp.0",&ldquo; &rdquo;,&ldquo;We are a certified B Corp&rdquo;,&ldquo;Wij zijn een gecertificeerde B Corp&rdquo;,&ldquo;Nous sommes une B Corp certifiée&rdquo;,&ldquo;Wir sind eine zertifizierte B Corp&rdquo;,&ldquo;Somos una B Corp certificada&rdquo;,&ldquo;Siamo una B Corp certificata&rdquo;,,&ldquo;Vi är en certifierad B Corp&rdquo;
welcome-02,usp.1,"Welcome 2 - day 1, behind the print | usp.1",&ldquo; &rdquo;,"&ldquo;Local partners, faster delivery&rdquo;","&ldquo;Drukkers in de buurt, dus sneller bij je&rdquo;","&ldquo;Des imprimeurs proches, donc livré plus vite&rdquo;","&ldquo;Druckpartner in der Nähe, also schneller da&rdquo;","&ldquo;Imprentas cercanas, así llega antes&rdquo;","&ldquo;Stampatori vicini, quindi arriva prima&rdquo;",,"&ldquo;Tryckerier nära dig, snabbare leverans&rdquo;"
welcome-02,usp.2,"Welcome 2 - day 1, behind the print | usp.2",&ldquo; &rdquo;,"&ldquo;10,000+ products to choose from&rdquo;",&ldquo;Meer dan 10.000 producten om uit te kiezen&rdquo;,&ldquo;Plus de 10 000 produits au choix&rdquo;,&ldquo;Über 10.000 Produkte zur Auswahl&rdquo;,&ldquo;Más de 10.000 productos a elegir&rdquo;,&ldquo;Oltre 10.000 prodotti tra cui scegliere&rdquo;,,&ldquo;Över 10 000 produkter att välja bland&rdquo;
welcome-03,alt_5stars,"Welcome 3 - day 3, rated excellent | alt_5stars",,Rated 5 out of 5 stars,Beoordeeld met 5 van de 5 sterren,Noté 5 étoiles sur 5,Bewertet mit 5 von 5 Sternen,Valorado con 5 de 5 estrellas,Valutato 5 stelle su 5,,Betygsatt 5 av 5 stjärnor
welcome-03,alt_goldfoil,"Welcome 3 - day 3, rated excellent | alt_goldfoil",,Business cards with gold foil finish,Visitekaartjes met goudfolie-afwerking,Cartes de visite avec finition dorure à chaud,Visitenkarten mit Goldfolienveredelung,Tarjetas de visita con acabado en foil dorado,Biglietti da visita con finitura in lamina oro,,Visitkort med guldfoliering
welcome-03,cta,"Welcome 3 - day 3, rated excellent | button",,Read the reviews,Lees wat ze zeggen,Lire ce qu'ils en disent,"Lesen, was sie sagen",Lee lo que dicen,Leggi cosa dicono,,Läs vad de säger
welcome-03,cta2,"Welcome 3 - day 3, rated excellent | second button",,Place your first order,Plaats je eerste bestelling,Passer ma première commande,Zum ersten Mal bestellen,Haz tu primer pedido,Fai il tuo primo ordine,,Lägg din första order
welcome-03,expires,"Welcome 3 - day 3, rated excellent | countdown, on the product tiles",&middot; &nbsp;,&nbsp;&middot;&nbsp;2 days left,&nbsp;&middot;&nbsp;Nog 2 dagen,&nbsp;&middot;&nbsp;Plus que 2 jours,&nbsp;&middot;&nbsp;Noch 2 Tage,&nbsp;&middot;&nbsp;Quedan 2 días,&nbsp;&middot;&nbsp;Ancora 2 giorni,,&nbsp;&middot;&nbsp;2 dagar kvar
welcome-03,g.0,"Welcome 3 - day 3, rated excellent | g.0",,Best price guaranteed,"Beste prijs, gegarandeerd",Meilleur prix garanti,Bestpreis-Garantie,Mejor precio garantizado,Miglior prezzo garantito,,Bästa pris garanterat
welcome-03,g.1,"Welcome 3 - day 3, rated excellent | g.1",,All-inclusive prices,All-in prijzen,Prix tout compris,Preise mit allem drin,Precios con todo incluido,Prezzi tutto compreso,,Priser med allt inräknat
welcome-03,g.2,"Welcome 3 - day 3, rated excellent | g.2",,Always a perfect design,Altijd een perfect ontwerp,Toujours un design impeccable,Immer ein perfektes Design,Siempre un diseño perfecto,Sempre un design perfetto,,Alltid perfekt design
welcome-03,g.3,"Welcome 3 - day 3, rated excellent | g.3",100%,100% satisfaction guarantee,100% tevredenheidsgarantie,Satisfaction garantie à 100%,100% Zufriedenheitsgarantie,100% de satisfacción garantizada,Soddisfazione garantita al 100%,,100 % nöjdhetsgaranti
welcome-03,g_h,"Welcome 3 - day 3, rated excellent | g_h",,"Every order, guaranteed",Dit staat vast bij elke order,"Sur chaque commande, c'est garanti",Bei jeder Bestellung fest zugesagt,"En cada pedido, garantizado","Su ogni ordine, garantito",,Det här gäller varje order
welcome-03,h1,"Welcome 3 - day 3, rated excellent | main headline",,"Excellent, say 34,000+ customers","Uitstekend, volgens 34.000+ klanten","Excellent, selon 34 000+ clients",Hervorragend – sagen über 34.000 Kunden,"Excelente, según más de 34.000 clientes","Eccellente, secondo oltre 34.000 clienti",,"Utmärkt, säger 34 000+ kunder"
welcome-03,pre,"Welcome 3 - day 3, rated excellent | hidden preheader - the inbox snippet",10%,"Rated 4.5 from 34,000+ reviews. Only 2 days left to use your 10%.","4,5 uit 34.000+ reviews. Nog 2 dagen voor je 10%.","4,5 sur 34 000+ avis. Il reste 2 jours pour vos 10%.","4,5 aus über 34.000 Bewertungen. Noch 2 Tage für Ihre 10%.","4,5 con más de 34.000 opiniones. Te quedan 2 días para tu 10%.","4,5 su oltre 34.000 recensioni. Restano 2 giorni per il tuo 10%.",,"4,5 av 34 000+ omdömen. Bara 2 dagar kvar på dina 10 %."
welcome-03,pre_ordered,"Welcome 3 - day 3, rated excellent | preheader for people who already ordered (no discount)",,"Rated 4.5 on Trustpilot from 34,000+ reviews. Here is what a few of them say.","4,5 op Trustpilot, uit 34.000+ reviews. Dit zeggen een paar klanten.","4,5 sur Trustpilot, 34 000+ avis. Voici quelques voix.","4,5 auf Trustpilot, über 34.000 Bewertungen. Ein paar Stimmen daraus.","4,5 en Trustpilot, más de 34.000 opiniones. Estas son algunas voces.","4,5 su Trustpilot, oltre 34.000 recensioni. Ecco qualche voce.",,"4,5 på Trustpilot, av 34 000+ omdömen. Här är några röster."
welcome-03,promise_link,"Welcome 3 - day 3, rated excellent | promise_link",,See what each promise covers,Kijk wat elke belofte inhoudt,Voir ce que couvre chaque garantie,"Nachlesen, was jede Zusage abdeckt",Mira qué cubre cada garantía,Guarda cosa copre ogni garanzia,,Se vad varje löfte omfattar
welcome-03,reviews_h,"Welcome 3 - day 3, rated excellent | reviews_h",,What <em>real customers</em> tell us,Wat <em>echte klanten</em> zeggen,Ce que disent <em>de vrais clients</em>,Was <em>echte Kunden</em> sagen,Lo que dicen <em>clientes reales</em>,Cosa dicono <em>clienti veri</em>,,Vad <em>riktiga kunder</em> säger
welcome-03,score_line,"Welcome 3 - day 3, rated excellent | Trustpilot score line",,"4.5 out of 5 from 34,000+ reviews by businesses like yours.","4,5 uit 5, op basis van 34.000+ reviews van bedrijven zoals het jouwe.","4,5 sur 5, sur 34 000+ avis d'entreprises comme la vôtre.","4,5 von 5, aus über 34.000 Bewertungen von Unternehmen wie Ihrem.","4,5 de 5, con más de 34.000 opiniones de empresas como la tuya.","4,5 su 5, da oltre 34.000 recensioni di aziende come la tua.",,"4,5 av 5, baserat på 34 000+ omdömen från företag som ditt."
welcome-03,tp_alt,"Welcome 3 - day 3, rated excellent | tp_alt",,Rated 4.5 out of 5 on Trustpilot,"Beoordeeld met 4,5 uit 5 op Trustpilot","Noté 4,5 sur 5 sur Trustpilot","Bewertet mit 4,5 von 5 auf Trustpilot","Valorado con 4,5 sobre 5 en Trustpilot","Valutato 4,5 su 5 su Trustpilot",,"Betygsatt 4,5 av 5 på Trustpilot"
welcome-03,unedited,"Welcome 3 - day 3, rated excellent | unedited",,"Unedited, straight from Trustpilot.",Zoals ze op Trustpilot staan. Niets aan veranderd.,Telles qu'elles apparaissent sur Trustpilot. Rien de retouché.,"So, wie sie auf Trustpilot stehen. Nichts geglättet.",Tal como están en Trustpilot. Sin retocar.,Così come stanno su Trustpilot. Senza ritocchi.,,Precis som de står på Trustpilot. Inget ändrat.
welcome-03,verified,"Welcome 3 - day 3, rated excellent | verified",,verified Trustpilot review,geverifieerde Trustpilot-review,avis Trustpilot vérifié,verifizierte Trustpilot-Bewertung,opinión verificada en Trustpilot,recensione verificata su Trustpilot,,verifierat Trustpilot-omdöme
welcome-04,alt_desks,"Welcome 4 - day 5, send it over | alt_desks",,Helloprint advisers at their desks,Helloprint-adviseurs aan hun bureau,Des conseillers Helloprint à leur poste,Helloprint-Berater an ihren Schreibtischen,Asesores de Helloprint en sus puestos,Consulenti Helloprint alle loro scrivanie,,Helloprints rådgivare vid sina skrivbord
welcome-04,alt_john,"Welcome 4 - day 5, send it over | alt_john",,"John, print expert at Helloprint","John, printexpert bij Helloprint","John, expert en impression chez Helloprint","John, Druckexperte bei Helloprint","John, experto en impresión en Helloprint","John, esperto di stampa in Helloprint",,"John, tryckexpert på Helloprint"
welcome-04,cta,"Welcome 4 - day 5, send it over | button",,Contact our experts,Praat met een printexpert,Parler à un expert,Mit einem Druckexperten sprechen,Habla con un experto,Parla con un esperto,,Prata med en tryckexpert
welcome-04,email_john,"Welcome 4 - day 5, send it over | email_john",,E-mail John,Mail John,Écrire à John,John schreiben,Escribir a John,Scrivi a John,,Mejla John
welcome-04,final_b,"Welcome 4 - day 5, send it over | final_b",,A standard job or something completely unusual. Either way you get a price within 24 hours and a straight answer on what is possible.,Een standaardklus of iets totaal ongewoons. In beide gevallen heb je binnen 24 uur een prijs en een eerlijk antwoord over wat er kan.,"Un travail standard ou quelque chose de totalement inhabituel. Dans les deux cas, vous avez un prix sous 24 heures et une réponse franche sur ce qui est possible.","Ein Standardauftrag oder etwas völlig Ungewöhnliches. In beiden Fällen haben Sie innerhalb von 24 Stunden einen Preis und eine klare Antwort, was möglich ist.",Un trabajo estándar o algo totalmente fuera de lo común. En ambos casos tienes un precio en 24 horas y una respuesta clara sobre qué es posible.,Un lavoro standard o qualcosa di totalmente insolito. In entrambi i casi hai un prezzo entro 24 ore e una risposta chiara su cosa si può fare.,,Ett standardjobb eller något helt ovanligt. I båda fallen får du ett pris inom 24 timmar och ett rakt svar på vad som är möjligt.
welcome-04,final_cta,"Welcome 4 - day 5, send it over | final_cta",,Get your price,Vraag je prijs op,Obtenir mon prix,Preis anfragen,Pedir mi precio,Chiedi il tuo prezzo,,Få ditt pris
welcome-04,final_h,"Welcome 4 - day 5, send it over | final_h",,Tell John what you need,Vertel John wat je nodig hebt,Dites à John ce qu'il vous faut,"Sagen Sie John, was Sie brauchen",Cuéntale a John qué necesitas,Di' a John cosa ti serve,,Berätta för John vad du behöver
welcome-04,final_note,"Welcome 4 - day 5, send it over | final_note",,Or just reply to this email. It reaches the team.,Of antwoord gewoon op deze mail. Die komt bij het team terecht.,Ou répondez simplement à cet e-mail : il arrive chez l'équipe.,Oder antworten Sie einfach auf diese E-Mail. Sie landet beim Team.,O responde a este correo sin más: llega al equipo.,Oppure rispondi a questa email: arriva al team.,,Eller svara bara på det här mejlet. Det når teamet.
welcome-04,h1,"Welcome 4 - day 5, send it over | main headline",,"You send it, we do the rest","Jij stuurt, wij regelen de rest","Vous envoyez, on s'occupe du reste","Sie schicken, wir machen den Rest","Tú lo mandas, nosotros nos encargamos","Tu mandi, al resto pensiamo noi",,"Du skickar, vi fixar resten"
welcome-04,how_h,"Welcome 4 - day 5, send it over | how_h",,How it works,Hoe het werkt,Comment ça marche,So läuft es ab,Cómo funciona,Come funziona,,Så funkar det
welcome-04,john_quote,"Welcome 4 - day 5, send it over | john_quote",&rdquo;,Some jobs are genuinely complicated and some are just about getting the best price. Send me the details either way and I will come back with the best option I can find in the market.&rdquo;,"Sommige klussen zijn echt ingewikkeld, bij andere gaat het puur om de scherpste prijs. Stuur me in beide gevallen de details, dan kom ik terug met het beste dat ik in de markt kan vinden.&rdquo;","Certains travaux sont vraiment complexes, d'autres se résument au meilleur prix. Dans les deux cas, envoyez-moi les détails et je reviens avec la meilleure option que je trouve sur le marché.&rdquo;","Manche Aufträge sind wirklich kompliziert, bei anderen geht es nur um den besten Preis. Schicken Sie mir in beiden Fällen die Details, dann melde ich mich mit der besten Option, die ich am Markt finde.&rdquo;",Algunos trabajos son de verdad complicados y otros van solo del mejor precio. En ambos casos mándame los detalles y te vuelvo con la mejor opción que encuentre en el mercado.&rdquo;,"Certi lavori sono davvero complicati, altri sono solo questione di prezzo. In entrambi i casi mandami i dettagli e torno con la migliore opzione che trovo sul mercato.&rdquo;",,"Vissa jobb är verkligen komplicerade, andra handlar bara om att få bästa pris. Skicka detaljerna i båda fallen, så återkommer jag med det bästa jag hittar på marknaden.&rdquo;"
welcome-04,john_role,"Welcome 4 - day 5, send it over | john_role",,Our most experienced print expert,Onze meest ervaren printexpert,Notre expert le plus expérimenté,Unser erfahrenster Druckexperte,Nuestro experto más veterano,Il nostro esperto più veterano,,Vår mest rutinerade tryckexpert
welcome-04,lastday,"Welcome 4 - day 5, send it over | countdown in the green bar",&middot; &nbsp;,&nbsp;&middot;&nbsp;Last day!,&nbsp;&middot;&nbsp;Laatste dag!,&nbsp;&middot;&nbsp;Dernier jour !,&nbsp;&middot;&nbsp;Letzter Tag!,&nbsp;&middot;&nbsp;¡Último día!,&nbsp;&middot;&nbsp;Ultimo giorno!,,&nbsp;&middot;&nbsp;Sista dagen!
